date,open,high,low,close,volume,symbol,ma_7,ma_30,ma_90,daily_return,high_low_range,close_open_diff,is_bullish
2022-09-23,1667.0,1667.0,1645.300048828125,1645.300048828125,1224,XAU/USD,1663.39,1717.7,1767.73,-0.0153,21.7,-21.7,0
2022-09-26,1623.300048828125,1623.300048828125,1623.300048828125,1623.300048828125,1205,XAU/USD,1657.37,1711.86,1765.56,-0.0134,0.0,0.0,0
2022-09-27,1632.199951171875,1636.5999755859375,1626.699951171875,1626.699951171875,888,XAU/USD,1650.94,1706.7,1763.46,0.0021,9.9,-5.5,0
2022-09-28,1620.4000244140625,1660.4000244140625,1620.4000244140625,1660.4000244140625,18311,XAU/USD,1650.11,1702.94,1761.45,0.0207,40.0,40.0,1
2022-09-29,1657.0,1662.5999755859375,1640.0,1658.5,6028,XAU/USD,1649.94,1699.55,1759.42,-0.0011,22.6,1.5,1
2022-09-30,1661.699951171875,1672.699951171875,1658.0,1662.4000244140625,548,XAU/USD,1649.63,1696.45,1757.36,0.0024,14.7,0.7,1
2022-10-03,1667.199951171875,1700.0,1661.9000244140625,1692.9000244140625,410,XAU/USD,1652.79,1694.63,1755.44,0.0183,38.1,25.7,1
2022-10-04,1701.199951171875,1728.0,1696.0,1721.0999755859375,291,XAU/USD,1663.61,1694.2,1754.05,0.0167,32.0,19.9,1
2022-10-05,1724.0999755859375,1726.5999755859375,1703.0,1711.4000244140625,418,XAU/USD,1676.2,1693.02,1752.54,-0.0056,23.6,-12.7,0
2022-10-06,1721.0,1723.300048828125,1709.0999755859375,1711.699951171875,133,XAU/USD,1688.34,1691.81,1750.99,0.0002,14.2,-9.3,0
2022-10-07,1710.0999755859375,1710.0999755859375,1693.699951171875,1700.5,179,XAU/USD,1694.07,1689.91,1749.41,-0.0065,16.4,-9.6,0
2022-10-10,1693.4000244140625,1693.4000244140625,1667.0,1667.300048828125,195,XAU/USD,1695.33,1687.61,1747.46,-0.0195,26.4,-26.1,0
2022-10-11,1661.800048828125,1678.699951171875,1661.0,1678.699951171875,167,XAU/USD,1697.66,1685.68,1745.37,0.0068,17.7,16.9,1
2022-10-12,1668.0,1672.699951171875,1668.0,1670.300048828125,149,XAU/USD,1694.43,1683.92,1743.42,-0.005,4.7,2.3,1
2022-10-13,1675.199951171875,1675.300048828125,1641.5,1670.0,729,XAU/USD,1687.13,1682.49,1741.54,-0.0002,33.8,-5.2,0
2022-10-14,1665.300048828125,1667.0,1640.0,1641.699951171875,82,XAU/USD,1677.17,1680.66,1739.26,-0.0169,27.0,-23.6,0
2022-10-17,1650.199951171875,1657.0,1646.800048828125,1657.0,238,XAU/USD,1669.36,1678.9,1737.09,0.0093,10.2,6.8,1
2022-10-18,1651.4000244140625,1655.199951171875,1649.0,1649.0,597,XAU/USD,1662.0,1677.19,1734.87,-0.0048,6.2,-2.4,0
2022-10-19,1637.5,1637.5,1627.5,1627.5,84,XAU/USD,1656.31,1674.26,1732.16,-0.013,10.0,-10.0,0
2022-10-20,1622.800048828125,1641.4000244140625,1622.800048828125,1630.800048828125,477,XAU/USD,1649.47,1671.69,1729.97,0.002,18.6,8.0,1
2022-10-21,1634.0999755859375,1653.9000244140625,1634.0999755859375,1651.0,224,XAU/USD,1646.71,1669.52,1728.21,0.0124,19.8,16.9,1
2022-10-24,1662.699951171875,1662.699951171875,1648.699951171875,1648.699951171875,29,XAU/USD,1643.67,1666.87,1726.36,-0.0014,14.0,-14.0,0
2022-10-25,1648.199951171875,1652.800048828125,1637.300048828125,1652.800048828125,880,XAU/USD,1645.26,1665.13,1724.21,0.0025,15.5,4.6,1
2022-10-26,1649.800048828125,1667.0,1649.800048828125,1664.0,89,XAU/USD,1646.26,1664.05,1722.31,0.0068,17.2,14.2,1
2022-10-27,1660.699951171875,1660.699951171875,1660.699951171875,1660.699951171875,2298,XAU/USD,1647.93,1663.89,1720.37,-0.002,0.0,0.0,0
2022-10-28,1661.0,1661.0,1638.699951171875,1639.5999755859375,626,XAU/USD,1649.66,1662.82,1718.21,-0.0127,22.3,-21.4,0
2022-10-31,1641.800048828125,1641.800048828125,1633.4000244140625,1635.9000244140625,522,XAU/USD,1650.39,1661.81,1716.1,-0.0023,8.4,-5.9,0
2022-11-01,1630.800048828125,1653.699951171875,1630.800048828125,1645.0,985,XAU/USD,1649.53,1661.32,1714.09,0.0056,22.9,14.2,1
2022-11-02,1650.800048828125,1664.699951171875,1634.0,1645.699951171875,612,XAU/USD,1649.1,1660.69,1712.14,0.0004,30.7,-5.1,0
2022-11-03,1629.199951171875,1629.199951171875,1615.0999755859375,1627.300048828125,1427,XAU/USD,1645.46,1659.24,1710.03,-0.0112,14.1,-1.9,0
2022-11-04,1630.199951171875,1674.5,1629.0,1672.5,159,XAU/USD,1646.67,1660.15,1708.46,0.0278,45.5,42.3,1
2022-11-07,1676.9000244140625,1677.9000244140625,1672.9000244140625,1676.5,42,XAU/USD,1648.93,1661.92,1707.04,0.0024,5.0,-0.4,0
2022-11-08,1703.199951171875,1712.0999755859375,1703.199951171875,1712.0999755859375,23,XAU/USD,1659.29,1664.77,1706.07,0.0212,8.9,8.9,1
2022-11-09,1707.4000244140625,1720.199951171875,1706.0,1710.0999755859375,497,XAU/USD,1669.89,1666.42,1705.5,-0.0012,14.2,2.7,1
2022-11-10,1708.199951171875,1750.300048828125,1708.199951171875,1750.300048828125,325,XAU/USD,1684.93,1669.48,1705.67,0.0235,42.1,42.1,1
2022-11-11,1763.800048828125,1766.0,1757.5999755859375,1766.0,257,XAU/USD,1702.11,1672.94,1705.98,0.009,8.4,2.2,1
2022-11-14,1762.0,1773.5999755859375,1761.5999755859375,1773.5999755859375,358,XAU/USD,1723.01,1675.63,1706.35,0.0043,12.0,11.6,1
2022-11-15,1770.800048828125,1773.800048828125,1769.9000244140625,1773.800048828125,57,XAU/USD,1737.49,1677.38,1706.84,0.0001,3.9,3.0,1
2022-11-16,1776.5999755859375,1778.9000244140625,1773.0,1773.0,303,XAU/USD,1751.27,1679.44,1707.39,-0.0005,5.9,-3.6,0
2022-11-17,1763.0,1763.0,1756.0,1760.800048828125,18,XAU/USD,1758.23,1681.07,1707.68,-0.0069,7.0,-2.2,0
2022-11-18,1763.300048828125,1763.300048828125,1747.5999755859375,1751.9000244140625,414,XAU/USD,1764.2,1682.79,1708.21,-0.0051,15.7,-11.4,0
2022-11-21,1739.0,1744.9000244140625,1736.0999755859375,1737.4000244140625,544,XAU/USD,1762.36,1685.12,1708.6,-0.0083,8.8,-1.6,0
2022-11-22,1741.699951171875,1741.699951171875,1738.300048828125,1738.300048828125,15,XAU/USD,1758.4,1687.11,1708.92,0.0005,3.4,-3.4,0
2022-11-23,1736.5,1750.9000244140625,1736.5,1744.9000244140625,39,XAU/USD,1754.3,1689.6,1709.31,0.0038,14.4,8.4,1
2022-11-25,1753.0,1757.9000244140625,1749.199951171875,1753.300048828125,216,XAU/USD,1751.37,1692.37,1709.91,0.0048,8.7,0.3,1
2022-11-28,1741.300048828125,1741.300048828125,1740.0999755859375,1740.0999755859375,132767,XAU/USD,1746.67,1695.65,1710.21,-0.0075,1.2,-1.2,0
2022-11-29,1739.5,1758.199951171875,1737.9000244140625,1748.4000244140625,19416,XAU/USD,1744.9,1698.7,1710.45,0.0048,20.3,8.9,1
2022-11-30,1748.0999755859375,1769.4000244140625,1745.0999755859375,1746.0,3339,XAU/USD,1744.06,1701.93,1710.75,-0.0014,24.3,-2.1,0
2022-12-01,1768.699951171875,1803.699951171875,1768.699951171875,1801.0999755859375,1053,XAU/USD,1753.16,1707.72,1711.68,0.0316,35.0,32.4,1
2022-12-02,1802.0,1802.300048828125,1779.4000244140625,1795.9000244140625,1725,XAU/USD,1761.39,1713.22,1712.53,-0.0029,22.9,-6.1,0
2022-12-05,1795.699951171875,1808.0,1764.300048828125,1767.4000244140625,1713,XAU/USD,1764.6,1717.1,1712.72,-0.0159,43.7,-28.3,0
2022-12-06,1768.5999755859375,1779.4000244140625,1767.9000244140625,1769.300048828125,105,XAU/USD,1766.89,1721.12,1712.79,0.0011,11.5,0.7,1
2022-12-07,1769.300048828125,1790.300048828125,1769.300048828125,1785.5,422,XAU/USD,1773.37,1725.55,1712.97,0.0092,21.0,16.2,1
2022-12-08,1782.0,1790.9000244140625,1782.0,1788.699951171875,713,XAU/USD,1779.13,1729.7,1713.17,0.0018,8.9,6.7,1
2022-12-09,1794.9000244140625,1804.300048828125,1791.0999755859375,1798.0999755859375,125,XAU/USD,1786.57,1734.28,1713.62,0.0053,13.2,3.2,1
2022-12-12,1787.300048828125,1793.9000244140625,1777.699951171875,1780.5,85,XAU/USD,1783.63,1738.98,1713.53,-0.0098,16.2,-6.8,0
2022-12-13,1780.699951171875,1819.800048828125,1780.5,1813.9000244140625,205,XAU/USD,1786.2,1744.91,1713.98,0.0188,39.3,33.2,1
2022-12-14,1810.800048828125,1812.800048828125,1797.9000244140625,1807.5,1074,XAU/USD,1791.93,1750.33,1714.21,-0.0035,14.9,-3.3,0
2022-12-15,1801.0,1801.0,1774.800048828125,1777.199951171875,421,XAU/USD,1793.06,1754.71,1714.03,-0.0168,26.2,-23.8,0
2022-12-16,1777.9000244140625,1791.4000244140625,1777.9000244140625,1790.0,206,XAU/USD,1793.7,1760.14,1713.96,0.0072,13.5,12.1,1
2022-12-19,1791.5999755859375,1796.300048828125,1785.5999755859375,1787.699951171875,79,XAU/USD,1793.56,1763.98,1713.94,-0.0013,10.7,-3.9,0
2022-12-20,1786.5,1821.4000244140625,1786.5,1815.9000244140625,51,XAU/USD,1796.1,1768.62,1714.13,0.0158,34.9,29.4,1
2022-12-21,1817.4000244140625,1821.4000244140625,1814.4000244140625,1815.9000244140625,35,XAU/USD,1801.16,1772.08,1714.52,0.0,7.0,-1.5,0
2022-12-22,1818.0999755859373,1818.0999755859373,1785.0,1787.0,411,XAU/USD,1797.31,1774.65,1714.67,-0.0159,33.1,-31.1,0
2022-12-23,1794.300048828125,1802.800048828125,1794.0999755859375,1795.9000244140625,49,XAU/USD,1795.66,1776.17,1715.07,0.005,8.7,1.6,1
2022-12-27,1803.4000244140625,1826.300048828125,1803.4000244140625,1814.800048828125,69,XAU/USD,1801.03,1777.79,1715.73,0.0105,22.9,11.4,1
2022-12-28,1803.199951171875,1807.9000244140625,1803.0999755859373,1807.9000244140625,434,XAU/USD,1803.59,1778.94,1716.4,-0.0038,4.8,4.7,1
2022-12-29,1805.800048828125,1819.5,1805.800048828125,1819.5,277,XAU/USD,1808.13,1780.46,1717.35,0.0064,13.7,13.7,1
2022-12-30,1817.0,1822.300048828125,1816.800048828125,1819.699951171875,95,XAU/USD,1808.67,1782.02,1718.16,0.0001,5.5,2.7,1
2023-01-03,1836.199951171875,1839.699951171875,1836.199951171875,1839.699951171875,29,XAU/USD,1812.07,1784.65,1719.18,0.011,3.5,3.5,1
2023-01-04,1845.5999755859373,1859.0999755859373,1845.5999755859373,1852.800048828125,25,XAU/USD,1821.47,1788.01,1720.23,0.0071,13.5,7.2,1
2023-01-05,1855.199951171875,1855.199951171875,1834.800048828125,1834.800048828125,24,XAU/USD,1827.03,1791.26,1721.33,-0.0097,20.4,-20.4,0
2023-01-06,1838.4000244140625,1868.199951171875,1835.300048828125,1864.199951171875,26,XAU/USD,1834.09,1795.45,1722.75,0.016,32.9,25.8,1
2023-01-09,1867.0,1880.0,1867.0,1872.699951171875,62,XAU/USD,1843.34,1799.71,1724.41,0.0046,13.0,5.7,1
2023-01-10,1877.800048828125,1878.0999755859373,1871.5999755859373,1871.5999755859373,101,XAU/USD,1850.79,1803.66,1726.17,-0.0006,6.5,-6.2,0
2023-01-11,1873.0999755859373,1877.800048828125,1873.0999755859373,1874.5999755859373,1236,XAU/USD,1858.63,1808.14,1728.15,0.0016,4.7,1.5,1
2023-01-12,1877.199951171875,1897.4000244140625,1877.199951171875,1895.5,59,XAU/USD,1866.6,1813.04,1730.22,0.0111,20.2,18.3,1
2023-01-13,1899.0,1920.9000244140625,1898.300048828125,1918.4000244140625,512,XAU/USD,1875.97,1818.79,1732.64,0.0121,22.6,19.4,1
2023-01-17,1920.0999755859373,1920.0999755859373,1905.199951171875,1907.199951171875,706,XAU/USD,1886.31,1822.33,1734.77,-0.0058,14.9,-12.9,0
2023-01-18,1911.0999755859373,1911.0999755859373,1903.0999755859373,1904.4000244140625,1027,XAU/USD,1892.06,1825.94,1736.95,-0.0015,8.0,-6.7,0
2023-01-19,1922.0999755859373,1931.800048828125,1922.0999755859373,1922.0999755859373,371,XAU/USD,1899.11,1831.1,1739.24,0.0093,9.7,0.0,0
2023-01-20,1922.0999755859373,1928.5,1921.4000244140625,1926.4000244140625,1346,XAU/USD,1906.94,1836.34,1741.44,0.0022,7.1,4.3,1
2023-01-23,1926.5,1927.0999755859373,1915.0,1927.0999755859373,218,XAU/USD,1914.44,1841.06,1743.91,0.0004,12.1,0.6,1
2023-01-24,1931.800048828125,1936.800048828125,1931.800048828125,1933.9000244140625,201,XAU/USD,1919.93,1845.9,1746.55,0.0035,5.0,2.1,1
2023-01-25,1941.199951171875,1941.199951171875,1939.800048828125,1941.199951171875,7,XAU/USD,1923.19,1850.67,1749.61,0.0038,1.4,0.0,0
2023-01-26,1936.5999755859373,1937.0999755859373,1927.0999755859373,1929.0999755859373,131,XAU/USD,1926.31,1855.62,1752.47,-0.0062,10.0,-7.5,0
2023-01-27,1928.5999755859373,1928.5999755859373,1928.5999755859373,1928.5999755859373,150902,XAU/USD,1929.77,1859.44,1755.39,-0.0003,0.0,0.0,0
2023-01-30,1928.300048828125,1933.5999755859373,1920.300048828125,1922.9000244140625,27220,XAU/USD,1929.89,1863.29,1758.31,-0.003,13.3,-5.4,0
2023-01-31,1923.0,1930.4000244140625,1900.5999755859373,1929.5,1910,XAU/USD,1930.33,1868.37,1761.26,0.0034,29.8,6.5,1
2023-02-01,1927.199951171875,1955.0,1922.0,1927.800048828125,2290,XAU/USD,1930.43,1872.96,1764.11,-0.0009,33.0,0.6,1
2023-02-02,1952.300048828125,1959.0999755859373,1911.300048828125,1916.300048828125,748,XAU/USD,1927.91,1877.25,1767.12,-0.006,47.8,-36.0,0
2023-02-03,1912.4000244140625,1917.0,1861.5,1862.9000244140625,992,XAU/USD,1916.73,1878.81,1769.79,-0.0279,55.5,-49.5,0
2023-02-06,1865.5999755859373,1880.0,1863.4000244140625,1866.199951171875,424,XAU/USD,1907.74,1880.49,1772.45,0.0018,16.6,0.6,1
2023-02-07,1870.0,1875.699951171875,1868.0,1871.699951171875,297,XAU/USD,1899.61,1883.31,1774.79,0.0029,7.7,1.7,1
2023-02-08,1872.0999755859373,1880.4000244140625,1872.0999755859373,1877.4000244140625,230,XAU/USD,1893.11,1886.03,1777.23,0.003,8.3,5.3,1
2023-02-09,1875.300048828125,1884.5999755859373,1859.800048828125,1866.199951171875,223,XAU/USD,1884.07,1887.74,1779.49,-0.006,24.8,-9.1,0
2023-02-10,1861.5999755859373,1863.5,1852.4000244140625,1862.800048828125,27,XAU/USD,1874.79,1889.57,1781.38,-0.0018,11.1,1.2,1
2023-02-13,1859.0,1861.0,1850.0,1851.9000244140625,569,XAU/USD,1865.59,1890.65,1782.83,-0.0059,11.0,-7.1,0
2023-02-14,1854.0999755859373,1862.0,1846.199951171875,1854.0,656,XAU/USD,1864.31,1891.8,1784.42,0.0011,15.8,-0.1,0
2023-02-15,1842.0,1842.0,1828.199951171875,1834.199951171875,368,XAU/USD,1859.74,1891.61,1785.78,-0.0107,13.8,-7.8,0
2023-02-16,1838.5999755859373,1843.699951171875,1827.199951171875,1842.0,222,XAU/USD,1855.5,1891.25,1787.35,0.0043,16.5,3.4,1
2023-02-17,1827.4000244140625,1842.199951171875,1818.4000244140625,1840.4000244140625,35,XAU/USD,1850.21,1891.44,1789.27,-0.0009,23.8,13.0,1
2023-02-21,1842.5999755859373,1843.0,1833.0,1833.0,862,XAU/USD,1845.47,1890.4,1790.99,-0.004,10.0,-9.6,0
2023-02-22,1835.699951171875,1836.199951171875,1825.0999755859373,1832.0,278,XAU/USD,1841.07,1889.04,1792.78,-0.0005,11.1,-3.7,0
2023-02-23,1826.4000244140625,1827.5,1818.0,1818.0,291,XAU/USD,1836.23,1887.26,1794.43,-0.0076,9.5,-8.4,0
2023-02-24,1808.800048828125,1808.800048828125,1808.800048828125,1808.800048828125,404,XAU/USD,1829.77,1885.06,1796.29,-0.0051,0.0,0.0,0
2023-02-27,1811.5999755859373,1817.5,1808.9000244140625,1817.0,829,XAU/USD,1827.31,1882.45,1798.06,0.0045,8.6,5.4,1
2023-02-28,1808.0999755859373,1830.0,1808.0999755859373,1828.9000244140625,618,XAU/USD,1825.44,1879.46,1800.06,0.0065,21.9,20.8,1
2023-03-01,1827.0999755859373,1841.699951171875,1827.0999755859373,1837.699951171875,211,XAU/USD,1825.06,1877.15,1802.4,0.0048,14.6,10.6,1
2023-03-02,1830.0,1836.300048828125,1830.0,1833.5,154,XAU/USD,1825.13,1874.78,1804.65,-0.0023,6.3,3.5,1
2023-03-03,1837.300048828125,1855.4000244140625,1837.300048828125,1847.699951171875,61,XAU/USD,1827.37,1872.3,1806.84,0.0077,18.1,10.4,1
2023-03-06,1853.300048828125,1853.800048828125,1844.199951171875,1847.9000244140625,5,XAU/USD,1831.64,1869.69,1809.05,0.0001,9.6,-5.4,0
2023-03-07,1840.9000244140625,1840.9000244140625,1813.9000244140625,1813.9000244140625,450,XAU/USD,1832.37,1865.91,1810.84,-0.0184,27.0,-27.0,0
2023-03-08,1811.5999755859373,1812.9000244140625,1811.5,1812.699951171875,75,XAU/USD,1831.76,1861.87,1812.49,-0.0007,1.4,1.1,1
2023-03-09,1816.4000244140625,1829.300048828125,1815.5999755859373,1829.300048828125,332,XAU/USD,1831.81,1858.14,1814.36,0.0092,13.7,12.9,1
2023-03-10,1852.300048828125,1868.5,1852.0,1862.0,248,XAU/USD,1835.29,1855.91,1816.84,0.0179,16.5,9.7,1
2023-03-13,1890.800048828125,1913.0999755859373,1875.0999755859373,1911.699951171875,503,XAU/USD,1846.46,1855.34,1819.9,0.0267,38.0,20.9,1
2023-03-14,1912.199951171875,1912.199951171875,1901.0999755859373,1906.199951171875,107,XAU/USD,1854.81,1854.79,1822.8,-0.0029,11.1,-6.0,0
2023-03-15,1903.9000244140625,1926.5999755859373,1898.5,1926.5999755859373,564,XAU/USD,1866.06,1854.69,1825.92,0.0107,28.1,22.7,1
2023-03-16,1909.9000244140625,1931.699951171875,1909.9000244140625,1919.0,394,XAU/USD,1881.07,1854.4,1829.16,-0.0039,21.8,9.1,1
2023-03-17,1946.0,1985.0999755859373,1946.0,1969.800048828125,82,XAU/USD,1903.51,1856.18,1832.47,0.0265,39.1,23.8,1
2023-03-20,1988.300048828125,2003.9000244140625,1968.9000244140625,1979.199951171875,389,XAU/USD,1924.93,1860.06,1835.83,0.0048,35.0,-9.1,0
2023-03-21,1973.800048828125,1973.800048828125,1938.0,1938.0,47,XAU/USD,1935.79,1862.45,1838.34,-0.0208,35.8,-35.8,0
2023-03-22,1946.800048828125,1974.0,1946.800048828125,1946.800048828125,50,XAU/USD,1940.8,1864.95,1840.97,0.0045,27.2,0.0,0
2023-03-23,1990.5,1994.5999755859373,1990.5,1993.800048828125,33,XAU/USD,1953.31,1868.83,1843.68,0.0241,4.1,3.3,1
2023-03-24,1991.699951171875,1995.4000244140625,1982.0999755859373,1982.0999755859373,19,XAU/USD,1961.24,1872.7,1846.08,-0.0059,13.3,-9.6,0
2023-03-27,1957.199951171875,1957.199951171875,1952.4000244140625,1952.4000244140625,877,XAU/USD,1966.01,1875.68,1848.06,-0.015,4.8,-4.8,0
2023-03-28,1972.4000244140625,1972.4000244140625,1972.4000244140625,1972.4000244140625,21,XAU/USD,1966.39,1879.7,1850.27,0.0102,0.0,0.0,0
2023-03-29,1966.0999755859373,1966.0999755859373,1966.0999755859373,1966.0999755859373,88563,XAU/USD,1964.51,1883.44,1852.42,-0.0032,0.0,0.0,0
2023-03-30,1965.9000244140625,1984.4000244140625,1954.9000244140625,1980.300048828125,10119,XAU/USD,1970.56,1888.31,1854.86,0.0072,29.5,14.4,1
2023-03-31,1981.300048828125,1986.800048828125,1968.0,1969.0,957,XAU/USD,1973.73,1892.54,1857.27,-0.0057,18.8,-12.3,0
2023-04-03,1968.0999755859373,1991.699951171875,1950.0,1983.9000244140625,737,XAU/USD,1972.31,1897.32,1860.01,0.0076,41.7,15.8,1
2023-04-04,1984.5999755859373,2027.0999755859373,1979.0,2022.199951171875,811,XAU/USD,1978.04,1903.63,1863.16,0.0193,48.1,37.6,1
2023-04-05,2022.0999755859373,2033.800048828125,2013.5999755859373,2020.9000244140625,525,XAU/USD,1987.83,1909.93,1866.23,-0.0006,20.2,-1.2,0
2023-04-06,2022.199951171875,2023.300048828125,2005.0,2011.9000244140625,0,XAU/USD,1993.47,1916.39,1869.1,-0.0045,18.3,-10.3,0
2023-04-10,2000.0,2006.5999755859373,1984.0,1989.0999755859373,652,XAU/USD,1996.76,1922.4,1871.87,-0.0113,22.6,-10.9,0
2023-04-11,1991.4000244140625,2006.5,1991.4000244140625,2004.800048828125,68,XAU/USD,2000.26,1928.66,1874.72,0.0079,15.1,13.4,1
2023-04-12,2005.199951171875,2025.699951171875,2005.199951171875,2010.9000244140625,172,XAU/USD,2006.24,1934.73,1877.66,0.003,20.5,5.7,1
2023-04-13,2015.5999755859373,2048.60009765625,2015.5999755859373,2041.300048828125,1043,XAU/USD,2014.44,1941.51,1880.33,0.0151,33.0,25.7,1
2023-04-14,2041.0,2047.800048828125,1995.0,2002.199951171875,718,XAU/USD,2011.59,1947.14,1882.62,-0.0192,52.8,-38.8,0
2023-04-17,2002.699951171875,2007.5999755859373,1983.199951171875,1994.199951171875,554,XAU/USD,2007.77,1952.02,1885.14,-0.004,24.4,-8.5,0
2023-04-18,1996.9000244140625,2007.4000244140625,1996.9000244140625,2007.4000244140625,72,XAU/USD,2007.13,1957.34,1887.79,0.0066,10.5,10.5,1
2023-04-19,2005.699951171875,2006.4000244140625,1969.800048828125,1995.199951171875,61,XAU/USD,2008.0,1963.38,1890.12,-0.0061,36.6,-10.5,0
2023-04-20,1998.0,2007.5999755859373,1998.0,2007.5999755859373,164,XAU/USD,2008.4,1969.88,1892.55,0.0062,9.6,9.6,1
2023-04-21,1996.199951171875,1996.199951171875,1974.0999755859373,1979.5,132,XAU/USD,2003.91,1974.88,1894.56,-0.014,22.1,-16.7,0
2023-04-24,1981.300048828125,1989.800048828125,1977.4000244140625,1989.0999755859373,145,XAU/USD,1996.46,1979.12,1896.88,0.0048,12.4,7.8,1
2023-04-25,1995.699951171875,1999.0999755859373,1982.300048828125,1994.0,306,XAU/USD,1995.29,1981.86,1898.88,0.0025,16.8,-1.7,0
2023-04-26,1997.800048828125,1998.800048828125,1985.5999755859373,1985.699951171875,615,XAU/USD,1994.07,1984.51,1900.86,-0.0042,13.2,-12.1,0
2023-04-27,1990.5999755859373,2002.300048828125,1979.9000244140625,1989.9000244140625,355,XAU/USD,1991.57,1986.62,1903.23,0.0021,22.4,-0.7,0
2023-04-28,1986.9000244140625,1990.0999755859373,1977.699951171875,1990.0999755859373,152,XAU/USD,1990.84,1988.99,1905.45,0.0001,12.4,3.2,1
2023-05-01,1980.0999755859373,2005.0,1976.9000244140625,1983.4000244140625,210,XAU/USD,1987.39,1989.45,1907.62,-0.0034,28.1,3.3,1
2023-05-02,1994.699951171875,2018.0,1994.699951171875,2014.300048828125,1896,XAU/USD,1992.36,1990.62,1909.83,0.0156,23.3,19.6,1
2023-05-03,2017.0999755859373,2035.0999755859373,2015.199951171875,2028.5999755859373,1349,XAU/USD,1998.0,1993.64,1912.19,0.0071,19.9,11.5,1
2023-05-04,2045.0,2072.0,2040.0,2048.0,930,XAU/USD,2005.71,1997.01,1915.09,0.0096,32.0,3.0,1
2023-05-05,2046.4000244140625,2046.4000244140625,2004.300048828125,2017.4000244140625,59,XAU/USD,2010.24,1997.8,1917.55,-0.0149,42.1,-29.0,0
2023-05-08,2022.5,2026.300048828125,2022.5,2026.300048828125,3,XAU/USD,2015.44,1999.27,1919.9,0.0044,3.8,3.8,1
2023-05-09,2026.5999755859373,2037.300048828125,2025.9000244140625,2036.199951171875,241,XAU/USD,2022.03,2002.06,1922.44,0.0049,11.4,9.6,1
2023-05-10,2032.300048828125,2044.300048828125,2029.5,2030.5,248,XAU/USD,2028.76,2004.0,1924.78,-0.0028,14.8,-1.8,0
2023-05-11,2034.0999755859373,2038.300048828125,2014.0,2014.699951171875,90,XAU/USD,2028.81,2005.62,1926.95,-0.0078,24.3,-19.4,0
2023-05-12,2014.5,2014.5,2014.5,2014.5,115,XAU/USD,2026.8,2006.76,1928.89,-0.0001,0.0,0.0,0
2023-05-15,2013.800048828125,2018.0,2013.800048828125,2018.0,3,XAU/USD,2022.51,2008.39,1930.73,0.0017,4.2,4.2,1
2023-05-16,1988.4000244140625,1988.4000244140625,1988.4000244140625,1988.4000244140625,49,XAU/USD,2018.37,2008.54,1932.44,-0.0147,0.0,0.0,0
2023-05-17,1983.5999755859373,1983.5999755859373,1980.699951171875,1980.699951171875,13,XAU/USD,2011.86,2007.16,1933.73,-0.0039,2.9,-2.9,0
2023-05-18,1956.5,1956.800048828125,1956.5,1956.5,23,XAU/USD,2000.47,2005.01,1934.66,-0.0122,0.3,0.0,0
2023-05-19,1960.0,1978.699951171875,1960.0,1978.699951171875,106,XAU/USD,1993.07,2003.91,1935.85,0.0113,18.7,18.7,1
2023-05-22,1980.5,1980.5,1974.800048828125,1974.800048828125,8,XAU/USD,1987.37,2003.43,1936.96,-0.002,5.7,-5.7,0
2023-05-23,1972.4000244140625,1972.4000244140625,1972.4000244140625,1972.4000244140625,1,XAU/USD,1981.36,2002.35,1937.82,-0.0012,0.0,0.0,0
2023-05-24,1975.4000244140625,1975.4000244140625,1962.800048828125,1962.800048828125,189,XAU/USD,1973.47,2000.75,1938.31,-0.0049,12.6,-12.6,0
2023-05-25,1943.0999755859373,1943.0999755859373,1943.0999755859373,1943.0999755859373,1,XAU/USD,1967.0,1997.47,1938.71,-0.01,0.0,0.0,0
2023-05-26,1948.199951171875,1948.4000244140625,1944.0999755859373,1944.0999755859373,166036,XAU/USD,1961.77,1995.54,1939.15,0.0005,4.3,-4.1,0
2023-05-30,1942.699951171875,1962.5999755859373,1931.0,1958.0,37838,XAU/USD,1961.99,1994.33,1939.55,0.0071,31.6,15.3,1
2023-05-31,1958.199951171875,1973.0,1953.0,1963.9000244140625,5959,XAU/USD,1959.87,1992.88,1939.97,0.003,20.0,5.7,1
2023-06-01,1963.199951171875,1983.0,1954.300048828125,1978.0,750,XAU/USD,1960.33,1992.31,1940.53,0.0072,28.7,14.8,1
2023-06-02,1977.0999755859373,1982.5,1947.4000244140625,1952.4000244140625,356,XAU/USD,1957.47,1990.47,1940.74,-0.0129,35.1,-24.7,0
2023-06-05,1947.5,1961.9000244140625,1937.800048828125,1958.0,713,XAU/USD,1956.79,1989.75,1940.93,0.0029,24.1,10.5,1
2023-06-06,1960.800048828125,1965.5,1958.800048828125,1965.5,164,XAU/USD,1959.99,1988.96,1941.33,0.0038,6.7,4.7,1
2023-06-07,1959.0,1968.4000244140625,1940.699951171875,1942.699951171875,139,XAU/USD,1959.79,1987.25,1941.49,-0.0116,27.7,-16.3,0
2023-06-08,1943.199951171875,1969.0,1943.0999755859373,1963.5999755859373,433,XAU/USD,1960.59,1986.52,1941.94,0.0108,25.9,20.4,1
2023-06-09,1965.0999755859373,1969.800048828125,1960.300048828125,1962.199951171875,49,XAU/USD,1960.34,1985.59,1942.3,-0.0007,9.5,-2.9,0
